seqid,source,type,start,stop,score,strand,phase,name,length,overlap_id,overlap_ortho_id,overlap_name,overlap_strand,left_hand_id,left_hand_ortho,left_hand_name,left_hand_dist,left_hand_strand,right_hand_id,right_hand_ortho,right_hand_name,right_hand_dist,right_hand_strand,num_replicates,replicates
PfDd2_03,annotation,intersect_peaks,115805,115811,.,.,.,ipeak_321,7,PfDd2_030007500,PF3D7_0302500,.,+,PfDd2_030007400,.,.,7032,-,PfDd2_030007600,PF3D7_0302600,ABCB4,-6073,+,3,R1-R2-R3
PfDd2_03,annotation,intersect_peaks,113738,115804,.,.,.,ipeak_320,2067,PfDd2_030007500,PF3D7_0302500,.,+,PfDd2_030007400,.,.,4965,-,PfDd2_030007600,PF3D7_0302600,ABCB4,-6080,+,4,R1-R2-R3-R4
PfDd2_03,annotation,intersect_peaks,115893,116325,.,.,.,ipeak_323,433,PfDd2_030007500,PF3D7_0302500,.,+,PfDd2_030007400,.,.,7120,-,PfDd2_030007600,PF3D7_0302600,ABCB4,-5559,+,1,R1
PfDd2_03,annotation,intersect_peaks,115812,115892,.,.,.,ipeak_322,81,PfDd2_030007500,PF3D7_0302500,.,+,PfDd2_030007400,.,.,7039,-,PfDd2_030007600,PF3D7_0302600,ABCB4,-5992,+,2,R1-R2
PfDd2_13,annotation,intersect_peaks,2463721,2464009,.,.,.,ipeak_3964,289,.,.,.,,PfDd2_130066800,PF3D7_1361000,PRMT5,2002,-,PfDd2_130066900,PF3D7_1361100,SEC24A,-935,+,1,R1
PfDd2_03,annotation,intersect_peaks,151127,151451,.,.,.,ipeak_329,325,PfDd2_030008200,PF3D7_0303200,.,+,PfDd2_030008100,PF3D7_0303100,.,3696,-,PfDd2_030008300,.,.,-4005,-,1,R2
PfDd2_03,annotation,intersect_peaks,149019,149306,.,.,.,ipeak_328,288,.,.,.,,PfDd2_030008100,PF3D7_0303100,.,1588,-,PfDd2_030008200,PF3D7_0303200,.,-630,+,1,R1
PfDd2_14,annotation,intersect_peaks,1398245,1398544,.,.,.,ipeak_4332,300,.,.,.,,PfDd2_140039500,PF3D7_1435100,.,1149,-,PfDd2_140039600,PF3D7_1435200,.,-917,+,1,R1
PfDd2_14,annotation,intersect_peaks,1556930,1557234,.,.,.,ipeak_4373,305,.,.,.,,PfDd2_140043400,PF3D7_1438900,Trx-Px1,391,+,PfDd2_140043500,PF3D7_1439000,.,-919,+,1,R1
PfDd2_13,annotation,intersect_peaks,1671162,1671436,.,.,.,ipeak_3791,275,PfDd2_130047900,PF3D7_1342100,IRP,+,PfDd2_130047800,PF3D7_1342000,.,5533,-,PfDd2_130048000,PF3D7_1342200,.,-842,-,1,R2
PfDd2_14,annotation,intersect_peaks,1527931,1528075,.,.,.,ipeak_4371,145,.,.,.,,PfDd2_140042800,.,.,1717,+,PfDd2_140042900,PF3D7_1438400,MCA2,-768,+,1,R1
PfDd2_14,annotation,intersect_peaks,1527924,1527930,.,.,.,ipeak_4370,7,.,.,.,,PfDd2_140042800,.,.,1710,+,PfDd2_140042900,PF3D7_1438400,MCA2,-913,+,2,R1-R2
PfDd2_14,annotation,intersect_peaks,1593318,1593719,.,.,.,ipeak_4377,402,.,.,.,,PfDd2_140044100,PF3D7_1439600,.,201,-,PfDd2_140044200,PF3D7_1439700,.,-194,-,1,R1
PfDd2_14,annotation,intersect_peaks,1584365,1586526,.,.,.,ipeak_4376,2162,.,.,.,,PfDd2_140043900,PF3D7_1439400,.,2360,-,PfDd2_140044100,PF3D7_1439600,.,-6049,-,1,R1
PfDd2_07,annotation,intersect_peaks,546909,547353,.,.,.,ipeak_1408,445,PfDd2_070016400,.,.,+,PfDd2_070016300,.,.,8310,-,PfDd2_070016500,.,.,-3225,-,1,R2
PfDd2_07,annotation,intersect_peaks,553775,554103,.,.,.,ipeak_1409,329,PfDd2_070016500,.,.,-,PfDd2_070016400,.,.,4303,+,PfDd2_070016600,PF3D7_0713000,RIF,-8550,+,1,R2
PfDd2_07,annotation,intersect_peaks,545680,546155,.,.,.,ipeak_1406,476,PfDd2_070016400,.,.,+,PfDd2_070016300,.,.,7081,-,PfDd2_070016500,.,.,-4423,-,1,R2
PfDd2_07,annotation,intersect_peaks,546318,546574,.,.,.,ipeak_1407,257,PfDd2_070016400,.,.,+,PfDd2_070016300,.,.,7719,-,PfDd2_070016500,.,.,-4004,-,1,R2
PfDd2_07,annotation,intersect_peaks,538296,538670,.,.,.,ipeak_1404,375,PfDd2_070016300,.,.,-,PfDd2_070016200,.,.,11019,-,PfDd2_070016400,.,.,-1791,+,1,R2
PfDd2_07,annotation,intersect_peaks,543547,543821,.,.,.,ipeak_1405,275,PfDd2_070016400,.,.,+,PfDd2_070016300,.,.,4948,-,PfDd2_070016500,.,.,-6757,-,1,R2
PfDd2_07,annotation,intersect_peaks,535322,535859,.,.,.,ipeak_1402,538,PfDd2_070016300,.,.,-,PfDd2_070016200,.,.,8045,-,PfDd2_070016400,.,.,-4602,+,1,R2
PfDd2_07,annotation,intersect_peaks,537524,537990,.,.,.,ipeak_1403,467,PfDd2_070016300,.,.,-,PfDd2_070016200,.,.,10247,-,PfDd2_070016400,.,.,-2471,+,1,R2
PfDd2_07,annotation,intersect_peaks,532253,532582,.,.,.,ipeak_1400,330,PfDd2_070016300,.,.,-,PfDd2_070016200,.,.,4976,-,PfDd2_070016400,.,.,-7879,+,1,R2
PfDd2_07,annotation,intersect_peaks,534840,535190,.,.,.,ipeak_1401,351,PfDd2_070016300,.,.,-,PfDd2_070016200,.,.,7563,-,PfDd2_070016400,.,.,-5271,+,1,R2
PfDd2_13,annotation,intersect_peaks,1073393,1073864,.,.,.,ipeak_3668,472,PfDd2_130031300,PF3D7_1325400,.,+,PfDd2_130031200,PF3D7_1325300,.,10131,+,PfDd2_130031400,PF3D7_1325500,.,-2309,+,1,R2
PfDd2_13,annotation,intersect_peaks,1078612,1078897,.,.,.,ipeak_3669,286,PfDd2_130031400,PF3D7_1325500,.,+,PfDd2_130031300,PF3D7_1325400,.,3090,+,PfDd2_130031500,PF3D7_1325600,FIS1,-470,+,1,R1
PfDd2_13,annotation,intersect_peaks,1042457,1043070,.,.,.,ipeak_3660,614,PfDd2_130030500,PF3D7_1324600,.,+,PfDd2_130030400,PF3D7_1324500,.,2633,-,PfDd2_130030600,PF3D7_1324700,YKT6.2,-3786,+,1,R2
PfDd2_13,annotation,intersect_peaks,1047168,1047438,.,.,.,ipeak_3661,271,PfDd2_130030600,PF3D7_1324700,YKT6.2,+,PfDd2_130030500,PF3D7_1324600,.,1561,+,PfDd2_130030700,PF3D7_1324800,DHFS-FPGS,-1064,-,1,R2
PfDd2_11,annotation,intersect_peaks,717774,717783,.,.,.,ipeak_2732,10,.,.,.,,PfDd2_110024300,PF3D7_1121300,TKL2,1739,-,PfDd2_110024400,PF3D7_1121400,.,-1372,+,3,R1-R2-R4
PfDd2_13,annotation,intersect_peaks,1052017,1052600,.,.,.,ipeak_3663,584,.,.,.,,PfDd2_130030700,PF3D7_1324800,DHFS-FPGS,1532,-,PfDd2_130030800,PF3D7_1324900,LDH,-505,+,1,R1
PfDd2_13,annotation,intersect_peaks,1059863,1060179,.,.,.,ipeak_3664,317,PfDd2_130031100,PF3D7_1325200,.,-,PfDd2_130031000,PF3D7_1325100,.,2068,-,PfDd2_130031200,PF3D7_1325300,.,-2679,+,1,R2
PfDd2_13,annotation,intersect_peaks,1063574,1064019,.,.,.,ipeak_3665,446,.,.,.,,PfDd2_130031200,PF3D7_1325300,.,312,+,PfDd2_130031300,PF3D7_1325400,.,-665,+,1,R1
PfDd2_13,annotation,intersect_peaks,1066521,1066880,.,.,.,ipeak_3666,360,PfDd2_130031300,PF3D7_1325400,.,+,PfDd2_130031200,PF3D7_1325300,.,3259,+,PfDd2_130031400,PF3D7_1325500,.,-9293,+,1,R2
PfDd2_13,annotation,intersect_peaks,1069949,1070593,.,.,.,ipeak_3667,645,PfDd2_130031300,PF3D7_1325400,.,+,PfDd2_130031200,PF3D7_1325300,.,6687,+,PfDd2_130031400,PF3D7_1325500,.,-5580,+,1,R2
PfDd2_02,annotation,intersect_peaks,416906,417378,.,.,.,ipeak_211,473,PfDd2_020015200,PF3D7_0212600,SPATR,+,PfDd2_020015100,PF3D7_0212500,.,1660,+,PfDd2_020015300,PF3D7_0212700,.,-763,-,1,R2
PfDd2_02,annotation,intersect_peaks,407704,408260,.,.,.,ipeak_210,557,PfDd2_020015100,PF3D7_0212500,.,+,PfDd2_020015000,PF3D7_0212400,.,6209,-,PfDd2_020015200,PF3D7_0212600,SPATR,-8146,+,1,R2
PfDd2_02,annotation,intersect_peaks,425277,426090,.,.,.,ipeak_213,814,.,.,.,,PfDd2_020015400,PF3D7_0212800,.,1,+,PfDd2_020015500,PF3D7_0212900,.,-511,+,1,R1
PfDd2_02,annotation,intersect_peaks,423720,423982,.,.,.,ipeak_212,263,PfDd2_020015400,PF3D7_0212800,.,+,PfDd2_020015300,PF3D7_0212700,.,4218,-,PfDd2_020015500,PF3D7_0212900,.,-2619,+,1,R2
PfDd2_02,annotation,intersect_peaks,460601,460739,.,.,.,ipeak_215,139,PfDd2_020016600,.,.,+,PfDd2_020016500,PF3D7_0213900,.,2644,-,PfDd2_020016700,.,.,-1154,-,1,R1
PfDd2_02,annotation,intersect_peaks,432221,432562,.,.,.,ipeak_214,342,PfDd2_020015700,PF3D7_0213100,SIS1,+,PfDd2_020015600,PF3D7_0213000,.,2754,+,PfDd2_020015800,PF3D7_0213200,.,-1124,-,1,R2
PfDd2_02,annotation,intersect_peaks,460851,460998,.,.,.,ipeak_217,148,PfDd2_020016600,.,.,+,PfDd2_020016500,PF3D7_0213900,.,2894,-,PfDd2_020016700,.,.,-895,-,1,R2
PfDd2_02,annotation,intersect_peaks,460740,460850,.,.,.,ipeak_216,111,PfDd2_020016600,.,.,+,PfDd2_020016500,PF3D7_0213900,.,2783,-,PfDd2_020016700,.,.,-1043,-,2,R1-R2
PfDd2_02,annotation,intersect_peaks,462925,463215,.,.,.,ipeak_219,291,PfDd2_020016700,.,.,-,PfDd2_020016600,.,.,1658,+,PfDd2_020016800,.,.,-5303,-,1,R2
PfDd2_02,annotation,intersect_peaks,462418,462667,.,.,.,ipeak_218,250,PfDd2_020016700,.,.,-,PfDd2_020016600,.,.,1151,+,PfDd2_020016800,.,.,-5851,-,1,R2
PfDd2_13,annotation,intersect_peaks,41915,42193,.,.,.,ipeak_3460,279,PfDd2_130005700,.,.,+,PfDd2_130005600,.,.,8790,+,PfDd2_130005800,.,.,-5528,-,1,R2
PfDd2_13,annotation,intersect_peaks,47820,48365,.,.,.,ipeak_3461,546,PfDd2_130005800,.,.,-,PfDd2_130005700,.,.,1945,+,PfDd2_130005900,.,.,-2912,-,1,R2
PfDd2_13,annotation,intersect_peaks,113266,113837,.,.,.,ipeak_3466,572,PfDd2_130007300,.,.,+,PfDd2_130007100,PF3D7_1301700,GEXP07,7978,+,PfDd2_130007400,PF3D7_1301900,.,-996,-,1,R2
PfDd2_13,annotation,intersect_peaks,118224,118503,.,.,.,ipeak_3467,280,PfDd2_130007500,PF3D7_1302000,PTP6,-,PfDd2_130007400,PF3D7_1301900,.,2808,-,PfDd2_130007600,.,.,-5516,+,1,R2
PfDd2_13,annotation,intersect_peaks,96116,96624,.,.,.,ipeak_3464,509,PfDd2_130007000,PF3D7_1301600,EBA140,-,PfDd2_130006900,PF3D7_1301500,.,4821,-,PfDd2_130007100,PF3D7_1301700,GEXP07,-7690,+,1,R2
PfDd2_13,annotation,intersect_peaks,107729,108043,.,.,.,ipeak_3465,315,PfDd2_130007200,.,.,+,PfDd2_130007100,PF3D7_1301700,GEXP07,2441,+,PfDd2_130007300,.,.,-5527,+,1,R2
PfDd2_10,annotation,intersect_peaks,698818,699141,.,.,.,ipeak_2359,324,PfDd2_100023600,PF3D7_1018200,PPP8,-,PfDd2_100023500,PF3D7_1018100,.,2354,+,PfDd2_100023700,PF3D7_1018300,.,-5648,-,1,R2
PfDd2_10,annotation,intersect_peaks,694745,695050,.,.,.,ipeak_2358,306,PfDd2_100023400,PF3D7_1018000,.,+,PfDd2_100023300,PF3D7_1017900,RPN5,2139,+,PfDd2_100023500,PF3D7_1018100,.,-566,+,1,R2
PfDd2_11,annotation,intersect_peaks,717797,717869,.,.,.,ipeak_2734,73,.,.,.,,PfDd2_110024300,PF3D7_1121300,TKL2,1762,-,PfDd2_110024400,PF3D7_1121400,.,-1286,+,1,R1
PfDd2_10,annotation,intersect_peaks,637688,638016,.,.,.,ipeak_2353,329,PfDd2_100021900,PF3D7_1016500,.,-,PfDd2_100021800,.,.,3585,-,PfDd2_100022000,PF3D7_1016600,.,-2860,-,1,R2
PfDd2_10,annotation,intersect_peaks,632814,633116,.,.,.,ipeak_2352,303,PfDd2_100021800,.,.,-,PfDd2_100021700,PF3D7_1016300,GBP,4013,-,PfDd2_100021900,PF3D7_1016500,.,-3720,-,1,R2
PfDd2_10,annotation,intersect_peaks,632128,632532,.,.,.,ipeak_2351,405,PfDd2_100021800,.,.,-,PfDd2_100021700,PF3D7_1016300,GBP,3327,-,PfDd2_100021900,PF3D7_1016500,.,-4304,-,1,R2
PfDd2_10,annotation,intersect_peaks,627977,628372,.,.,.,ipeak_2350,396,PfDd2_100021700,PF3D7_1016300,GBP,-,PfDd2_100021600,PF3D7_1016200,.,4984,+,PfDd2_100021800,.,.,-3423,-,1,R2
PfDd2_10,annotation,intersect_peaks,661559,662357,.,.,.,ipeak_2357,799,PfDd2_100022400,PF3D7_1017000,.,+,PfDd2_100022300,PF3D7_1016900,ETRAMP10.3,3863,-,PfDd2_100022500,PF3D7_1017100,RON12,-2714,-,1,R2
PfDd2_10,annotation,intersect_peaks,650590,651111,.,.,.,ipeak_2356,522,PfDd2_100022200,PF3D7_1016800,.,-,PfDd2_100022100,PF3D7_1016700,.,3571,-,PfDd2_100022300,PF3D7_1016900,ETRAMP10.3,-6259,-,1,R2
PfDd2_10,annotation,intersect_peaks,643208,643713,.,.,.,ipeak_2355,506,.,.,.,,PfDd2_100022000,PF3D7_1016600,.,1334,-,PfDd2_100022100,PF3D7_1016700,.,-687,-,1,R1
PfDd2_10,annotation,intersect_peaks,638203,638540,.,.,.,ipeak_2354,338,PfDd2_100021900,PF3D7_1016500,.,-,PfDd2_100021800,.,.,4100,-,PfDd2_100022000,PF3D7_1016600,.,-2336,-,1,R2
PfDd2_11,annotation,intersect_peaks,499581,499937,.,.,.,ipeak_2685,357,PfDd2_110018600,PF3D7_1115600,CYP19B,-,PfDd2_110018500,PF3D7_1115500,ApiAP2,344,+,PfDd2_110018700,PF3D7_1115700,.,-2022,-,1,R2
PfDd2_11,annotation,intersect_peaks,496509,496958,.,.,.,ipeak_2684,450,.,.,.,,PfDd2_110018400,PF3D7_1115400,FP3,885,-,PfDd2_110018500,PF3D7_1115500,ApiAP2,-1011,+,1,R1
PfDd2_11,annotation,intersect_peaks,508180,508648,.,.,.,ipeak_2687,469,.,.,.,,PfDd2_110018800,PF3D7_1115800,.,1139,-,PfDd2_110018900,PF3D7_1115900,DHHC9,-1359,+,1,R1
PfDd2_11,annotation,intersect_peaks,506236,506950,.,.,.,ipeak_2686,715,PfDd2_110018800,PF3D7_1115800,.,-,PfDd2_110018700,PF3D7_1115700,.,2823,-,PfDd2_110018900,PF3D7_1115900,DHHC9,-3057,+,1,R2
PfDd2_11,annotation,intersect_peaks,475147,476000,.,.,.,ipeak_2681,854,PfDd2_110017900,PF3D7_1114900,.,+,PfDd2_110017800,PF3D7_1114800,G3PDH,4370,-,PfDd2_110018000,PF3D7_1115000,.,-3739,+,1,R2
PfDd2_11,annotation,intersect_peaks,473586,473896,.,.,.,ipeak_2680,311,PfDd2_110017900,PF3D7_1114900,.,+,PfDd2_110017800,PF3D7_1114800,G3PDH,2809,-,PfDd2_110018000,PF3D7_1115000,.,-5843,+,1,R2
PfDd2_11,annotation,intersect_peaks,494262,494562,.,.,.,ipeak_2683,301,PfDd2_110018400,PF3D7_1115400,FP3,-,PfDd2_110018300,PF3D7_1115300,.,1736,-,PfDd2_110018500,PF3D7_1115500,ApiAP2,-3407,+,1,R2
PfDd2_11,annotation,intersect_peaks,486910,487286,.,.,.,ipeak_2682,377,PfDd2_110018200,PF3D7_1115200,SET7,+,PfDd2_110018100,PF3D7_1115100,.,3835,-,PfDd2_110018300,PF3D7_1115300,.,-3792,-,1,R2
PfDd2_14,annotation,intersect_peaks,1364134,1364527,.,.,.,ipeak_4324,394,PfDd2_140038900,PF3D7_1434500,.,-,PfDd2_140038800,PF3D7_1434400,.,7210,-,PfDd2_140039000,PF3D7_1434600,METAP2,-19811,+,1,R2
PfDd2_11,annotation,intersect_peaks,517061,517546,.,.,.,ipeak_2689,486,.,.,.,,PfDd2_110019000,PF3D7_1116000,RON4,255,-,PfDd2_110019100,PF3D7_1116100,.,-265,-,1,R1
PfDd2_11,annotation,intersect_peaks,513549,513956,.,.,.,ipeak_2688,408,PfDd2_110019000,PF3D7_1116000,RON4,-,PfDd2_110018900,PF3D7_1115900,DHHC9,1479,+,PfDd2_110019100,PF3D7_1116100,.,-3855,-,1,R2
PfDd2_07,annotation,intersect_peaks,190653,190833,.,.,.,ipeak_1312,181,.,.,.,,PfDd2_070008700,PF3D7_0704500,.,1366,-,PfDd2_070008800,PF3D7_0704600,UT,-885,-,1,R1
PfDd2_07,annotation,intersect_peaks,190834,190846,.,.,.,ipeak_1313,13,.,.,.,,PfDd2_070008700,PF3D7_0704500,.,1547,-,PfDd2_070008800,PF3D7_0704600,UT,-872,-,2,R1-R2
PfDd2_07,annotation,intersect_peaks,174953,175504,.,.,.,ipeak_1310,552,PfDd2_070008500,PF3D7_0704300,.,+,PfDd2_070008400,PF3D7_0704200,.,4356,-,PfDd2_070008600,PF3D7_0704400,.,-5021,+,1,R2
PfDd2_07,annotation,intersect_peaks,175989,176242,.,.,.,ipeak_1311,254,PfDd2_070008500,PF3D7_0704300,.,+,PfDd2_070008400,PF3D7_0704200,.,5392,-,PfDd2_070008600,PF3D7_0704400,.,-4283,+,1,R2
PfDd2_07,annotation,intersect_peaks,191522,191553,.,.,.,ipeak_1316,32,.,.,.,,PfDd2_070008700,PF3D7_0704500,.,2235,-,PfDd2_070008800,PF3D7_0704600,UT,-165,-,3,R1-R2-R4
PfDd2_07,annotation,intersect_peaks,191554,191957,.,.,.,ipeak_1317,404,PfDd2_070008800,PF3D7_0704600,UT,-,PfDd2_070008700,PF3D7_0704500,.,2267,-,PfDd2_070008900,.,.,-17068,+,4,R1-R2-R3-R4
PfDd2_07,annotation,intersect_peaks,190847,191396,.,.,.,ipeak_1314,550,.,.,.,,PfDd2_070008700,PF3D7_0704500,.,1560,-,PfDd2_070008800,PF3D7_0704600,UT,-322,-,3,R1-R2-R3
PfDd2_07,annotation,intersect_peaks,191397,191521,.,.,.,ipeak_1315,125,.,.,.,,PfDd2_070008700,PF3D7_0704500,.,2110,-,PfDd2_070008800,PF3D7_0704600,UT,-197,-,2,R1-R2
PfDd2_07,annotation,intersect_peaks,191958,192000,.,.,.,ipeak_1318,43,PfDd2_070008800,PF3D7_0704600,UT,-,PfDd2_070008700,PF3D7_0704500,.,2671,-,PfDd2_070008900,.,.,-17025,+,3,R1-R2-R3
PfDd2_07,annotation,intersect_peaks,192001,192039,.,.,.,ipeak_1319,39,PfDd2_070008800,PF3D7_0704600,UT,-,PfDd2_070008700,PF3D7_0704500,.,2714,-,PfDd2_070008900,.,.,-16986,+,2,R1-R2
PfDd2_11,annotation,intersect_peaks,1712175,1712881,.,.,.,ipeak_2930,707,PfDd2_110048200,PF3D7_1145300,CRIPT,-,PfDd2_110048100,PF3D7_1145200,.,3663,-,PfDd2_110048300,PF3D7_1145400,DYN1,-729,-,1,R1
PfDd2_11,annotation,intersect_peaks,861996,862356,.,.,.,ipeak_2757,361,PfDd2_110027100,PF3D7_1124100,.,-,PfDd2_110027000,PF3D7_1124000,ERO1,2285,+,PfDd2_110027200,PF3D7_1124200,.,-4125,-,1,R2
PfDd2_11,annotation,intersect_peaks,860985,861276,.,.,.,ipeak_2756,292,PfDd2_110027100,PF3D7_1124100,.,-,PfDd2_110027000,PF3D7_1124000,ERO1,1274,+,PfDd2_110027200,PF3D7_1124200,.,-5205,-,1,R5
PfDd2_11,annotation,intersect_peaks,851536,851800,.,.,.,ipeak_2755,265,PfDd2_110026800,PF3D7_1123800,SMC5,+,PfDd2_110026700,PF3D7_1123700,.,2977,+,PfDd2_110026900,PF3D7_1123900,.,-2593,+,1,R2
PfDd2_11,annotation,intersect_peaks,846410,846821,.,.,.,ipeak_2754,412,PfDd2_110026600,PF3D7_1123600,.,+,PfDd2_110026500,PF3D7_1123500,.,4062,-,PfDd2_110026700,PF3D7_1123700,.,-1078,+,1,R2
PfDd2_11,annotation,intersect_peaks,835786,836554,.,.,.,ipeak_2753,769,PfDd2_110026400,PF3D7_1123400,.,+,PfDd2_110026300,PF3D7_1123300,.,2844,+,PfDd2_110026500,PF3D7_1123500,.,-1802,-,1,R2
PfDd2_11,annotation,intersect_peaks,834941,835445,.,.,.,ipeak_2752,505,PfDd2_110026400,PF3D7_1123400,.,+,PfDd2_110026300,PF3D7_1123300,.,1999,+,PfDd2_110026500,PF3D7_1123500,.,-2911,-,1,R2
PfDd2_11,annotation,intersect_peaks,826347,826600,.,.,.,ipeak_2751,254,.,.,.,,PfDd2_110026100,PF3D7_1123100,CDPK7,1021,+,PfDd2_110026200,PF3D7_1123200,LRR11,-591,+,1,R1
PfDd2_11,annotation,intersect_peaks,822635,822942,.,.,.,ipeak_2750,308,PfDd2_110026100,PF3D7_1123100,CDPK7,+,PfDd2_110026000,PF3D7_1123000,.,10242,-,PfDd2_110026200,PF3D7_1123200,LRR11,-4249,+,1,R2
PfDd2_13,annotation,intersect_peaks,2131038,2131524,.,.,.,ipeak_3909,487,PfDd2_130058900,.,.,-,PfDd2_130058800,.,.,1025,-,PfDd2_130059000,PF3D7_1353100,.,-3923,-,1,R2
PfDd2_14,annotation,intersect_peaks,898547,899012,.,.,.,ipeak_4239,466,PfDd2_140027400,PF3D7_1422800,ARP4a,-,PfDd2_140027300,PF3D7_1422700,.,1109,+,PfDd2_140027500,PF3D7_1422900,.,-4031,+,1,R2
PfDd2_11,annotation,intersect_peaks,882407,882719,.,.,.,ipeak_2759,313,.,.,.,,PfDd2_110027600,PF3D7_1124600,EK,2029,-,PfDd2_110027700,PF3D7_1124700,MGE1,-764,-,1,R1
PfDd2_11,annotation,intersect_peaks,868481,868906,.,.,.,ipeak_2758,426,.,.,.,,PfDd2_110027200,PF3D7_1124200,.,315,-,PfDd2_110027300,PF3D7_1124300,.,-2250,+,1,R1
PfDd2_13,annotation,intersect_peaks,1707620,1707699,.,.,.,ipeak_3804,80,.,.,.,,PfDd2_130048700,PF3D7_1342900,ApiAP2,2322,-,PfDd2_130048800,PF3D7_1343000,PMT,-543,+,1,R1
PfDd2_13,annotation,intersect_peaks,1709322,1709581,.,.,.,ipeak_3805,260,PfDd2_130048800,PF3D7_1343000,PMT,+,PfDd2_130048700,PF3D7_1342900,ApiAP2,4024,-,PfDd2_130048900,PF3D7_1343100,.,-1451,-,1,R1
PfDd2_13,annotation,intersect_peaks,1709582,1709853,.,.,.,ipeak_3806,272,.,.,.,,PfDd2_130048800,PF3D7_1343000,PMT,112,+,PfDd2_130048900,PF3D7_1343100,.,-1179,-,2,R1-R5
PfDd2_13,annotation,intersect_peaks,1709854,1709873,.,.,.,ipeak_3807,20,.,.,.,,PfDd2_130048800,PF3D7_1343000,PMT,384,+,PfDd2_130048900,PF3D7_1343100,.,-1159,-,1,R1
PfDd2_11,annotation,intersect_peaks,729492,729941,.,.,.,ipeak_2737,450,PfDd2_110024700,PF3D7_1121700,GCN20,+,PfDd2_110024600,PF3D7_1121600,EXP1,4219,-,PfDd2_110024800,PF3D7_1121800,.,-2246,-,1,R2
PfDd2_13,annotation,intersect_peaks,1707448,1707498,.,.,.,ipeak_3801,51,.,.,.,,PfDd2_130048700,PF3D7_1342900,ApiAP2,2150,-,PfDd2_130048800,PF3D7_1343000,PMT,-744,+,4,R1-R2-R3-R5
PfDd2_10,annotation,intersect_peaks,1373806,1374083,.,.,.,ipeak_2539,278,.,.,.,,PfDd2_100040400,.,.,1258,+,PfDd2_100040500,PF3D7_1035300,GLURP,-1019,+,1,R1
PfDd2_10,annotation,intersect_peaks,1370769,1371023,.,.,.,ipeak_2538,255,PfDd2_100040400,.,.,+,PfDd2_100040300,PF3D7_1035100,.,1707,+,PfDd2_100040500,PF3D7_1035300,GLURP,-4079,+,1,R1
PfDd2_10,annotation,intersect_peaks,1370736,1370768,.,.,.,ipeak_2537,33,.,.,.,,PfDd2_100040300,PF3D7_1035100,.,1674,+,PfDd2_100040400,.,.,-31,+,2,R1-R2
PfDd2_10,annotation,intersect_peaks,1370693,1370735,.,.,.,ipeak_2536,43,.,.,.,,PfDd2_100040300,PF3D7_1035100,.,1631,+,PfDd2_100040400,.,.,-64,+,3,R1-R2-R3
PfDd2_10,annotation,intersect_peaks,1369282,1370692,.,.,.,ipeak_2535,1411,.,.,.,,PfDd2_100040300,PF3D7_1035100,.,220,+,PfDd2_100040400,.,.,-107,+,4,R1-R2-R3-R4
PfDd2_10,annotation,intersect_peaks,1369226,1369281,.,.,.,ipeak_2534,56,.,.,.,,PfDd2_100040300,PF3D7_1035100,.,164,+,PfDd2_100040400,.,.,-1518,+,3,R1-R2-R3
PfDd2_10,annotation,intersect_peaks,1369188,1369225,.,.,.,ipeak_2533,38,.,.,.,,PfDd2_100040300,PF3D7_1035100,.,126,+,PfDd2_100040400,.,.,-1574,+,2,R1-R2
PfDd2_10,annotation,intersect_peaks,1368814,1369187,.,.,.,ipeak_2532,374,PfDd2_100040300,PF3D7_1035100,.,+,PfDd2_100040200,PF3D7_1035000,.,3340,-,PfDd2_100040400,.,.,-1612,+,1,R1
PfDd2_10,annotation,intersect_peaks,1368623,1368813,.,.,.,ipeak_2531,191,PfDd2_100040300,PF3D7_1035100,.,+,PfDd2_100040200,PF3D7_1035000,.,3149,-,PfDd2_100040400,.,.,-1986,+,2,R1-R2
PfDd2_10,annotation,intersect_peaks,1368552,1368622,.,.,.,ipeak_2530,71,PfDd2_100040300,PF3D7_1035100,.,+,PfDd2_100040200,PF3D7_1035000,.,3078,-,PfDd2_100040400,.,.,-2177,+,1,R2
PfDd2_12,annotation,intersect_peaks,1364727,1365166,.,.,.,ipeak_3274,440,PfDd2_120038300,PF3D7_1233400,.,-,PfDd2_120038200,PF3D7_1233300,.,1129,+,PfDd2_120038400,PF3D7_1233600,AARP1,-4520,+,1,R2
PfDd2_11,annotation,intersect_peaks,61744,62059,.,.,.,ipeak_2595,316,PfDd2_110006700,PF3D7_1103500,.,-,PfDd2_110006600,PF3D7_1103400,SufD,451,+,PfDd2_110006800,PF3D7_1103600,ALP2a,-5010,+,1,R2
PfDd2_13,annotation,intersect_peaks,2530283,2530621,.,.,.,ipeak_3981,339,.,.,.,,PfDd2_130068400,PF3D7_1362600,.,8393,+,PfDd2_130068600,.,.,-2598,+,1,R2
PfDd2_11,annotation,intersect_peaks,58037,58466,.,.,.,ipeak_2594,430,PfDd2_110006600,PF3D7_1103400,SufD,+,PfDd2_110006500,.,.,2591,-,PfDd2_110006700,PF3D7_1103500,.,-3210,-,1,R2
PfDd2_11,annotation,intersect_peaks,86618,86900,.,.,.,ipeak_2597,283,PfDd2_110007200,PF3D7_1104000,.,-,PfDd2_110007100,PF3D7_1103900,.,881,+,PfDd2_110007300,PF3D7_1104100,SYN13,-2914,-,1,R2
