seqid,source,type,start,stop,score,strand,phase,name,length,overlap_id,overlap_ortho_id,overlap_name,overlap_strand,left_hand_id,left_hand_ortho,left_hand_name,left_hand_dist,left_hand_strand,right_hand_id,right_hand_ortho,right_hand_name,right_hand_dist,right_hand_strand,pbm_motifs,dreme_motifs,p-value,q-value
PfDd2_11,annotation,macs2_peak,279874,279874,34,.,.,ap2i_r2_gfp_peak_2337,1,PfDd2_110011900,PF3D7_1108600,ERC,-,PfDd2_110011800,PF3D7_1108500,.,1177,+,PfDd2_110012000,PF3D7_1108700,.,-3272,-,,,5.10682,3.42264
PfDd2_11,annotation,macs2_peak,281477,281477,62,.,.,ap2i_r2_gfp_peak_2338,1,.,.,.,,PfDd2_110011900,PF3D7_1108600,ERC,905,-,PfDd2_110012000,PF3D7_1108700,.,-1669,-,,,8.65453,6.28050
PfDd2_11,annotation,macs2_peak,295151,295151,47,.,.,ap2i_r2_gfp_peak_2340a,1,PfDd2_110012400,PF3D7_1109100,.,-,PfDd2_110012300,.,.,3926,-,PfDd2_110012500,PF3D7_1109200,.,-2543,-,,,6.81459,4.76098
PfDd2_11,annotation,macs2_peak,295516,295516,28,.,.,ap2i_r2_gfp_peak_2340b,1,PfDd2_110012400,PF3D7_1109100,.,-,PfDd2_110012300,.,.,4291,-,PfDd2_110012500,PF3D7_1109200,.,-2178,-,,,4.32715,2.83253
PfDd2_11,annotation,macs2_peak,297951,297951,46,.,.,ap2i_r2_gfp_peak_2341,1,PfDd2_110012500,PF3D7_1109200,.,-,PfDd2_110012400,PF3D7_1109100,.,841,-,PfDd2_110012600,PF3D7_1109400,ENP1,-2663,-,,,6.64465,4.62556
PfDd2_11,annotation,macs2_peak,302088,302088,25,.,.,ap2i_r2_gfp_peak_2342,1,PfDd2_110012600,PF3D7_1109400,ENP1,-,PfDd2_110012800,.,.,265,-,PfDd2_110012900,.,.,-401,-,,,3.89041,2.50240
PfDd2_11,annotation,macs2_peak,316495,316495,18,.,.,ap2i_r2_gfp_peak_2344a,1,PfDd2_110013300,PF3D7_1110200,PRPF6,+,PfDd2_110013200,PF3D7_1110100,.,3275,+,PfDd2_110013400,PF3D7_1110300,.,-3620,-,,,2.95632,1.80547
PfDd2_11,annotation,macs2_peak,316791,316791,15,.,.,ap2i_r2_gfp_peak_2344b,1,PfDd2_110013300,PF3D7_1110200,PRPF6,+,PfDd2_110013200,PF3D7_1110100,.,3571,+,PfDd2_110013400,PF3D7_1110300,.,-3324,-,,,2.59599,1.53887
PfDd2_11,annotation,macs2_peak,317223,317223,18,.,.,ap2i_r2_gfp_peak_2344c,1,PfDd2_110013300,PF3D7_1110200,PRPF6,+,PfDd2_110013200,PF3D7_1110100,.,4003,+,PfDd2_110013400,PF3D7_1110300,.,-2892,-,,,3.02433,1.85989
PfDd2_11,annotation,macs2_peak,317644,317644,39,.,.,ap2i_r2_gfp_peak_2344d,1,PfDd2_110013300,PF3D7_1110200,PRPF6,+,PfDd2_110013200,PF3D7_1110100,.,4424,+,PfDd2_110013400,PF3D7_1110300,.,-2471,-,,,5.77987,3.94035
PfDd2_11,annotation,macs2_peak,318068,318068,13,.,.,ap2i_r2_gfp_peak_2344e,1,PfDd2_110013300,PF3D7_1110200,PRPF6,+,PfDd2_110013200,PF3D7_1110100,.,4848,+,PfDd2_110013400,PF3D7_1110300,.,-2047,-,,,2.36928,1.37193
PfDd2_11,annotation,macs2_peak,318320,318320,32,.,.,ap2i_r2_gfp_peak_2344f,1,PfDd2_110013300,PF3D7_1110200,PRPF6,+,PfDd2_110013200,PF3D7_1110100,.,5100,+,PfDd2_110013400,PF3D7_1110300,.,-1795,-,,,4.92954,3.29267
PfDd2_11,annotation,macs2_peak,318709,318709,44,.,.,ap2i_r2_gfp_peak_2344g,1,PfDd2_110013300,PF3D7_1110200,PRPF6,+,PfDd2_110013200,PF3D7_1110100,.,5489,+,PfDd2_110013400,PF3D7_1110300,.,-1406,-,,,6.38317,4.41183
PfDd2_11,annotation,macs2_peak,332498,332498,34,.,.,ap2i_r2_gfp_peak_2346,1,PfDd2_110013600,PF3D7_1110500,VPS35,+,PfDd2_110013500,PF3D7_1110400,.,2992,+,PfDd2_110013700,PF3D7_1110600,.,-3393,-,,,5.11411,3.42264
PfDd2_11,annotation,macs2_peak,342437,342437,27,.,.,ap2i_r2_gfp_peak_2348,1,PfDd2_110014000,PF3D7_1110900,.,-,PfDd2_110013900,PF3D7_1110800,.,988,-,PfDd2_110014100,PF3D7_1111000,.,-2302,+,,,4.22389,2.75569
PfDd2_11,annotation,macs2_peak,347650,347650,23,.,.,ap2i_r2_gfp_peak_2349,1,PfDd2_110014200,PF3D7_1111100,RFC5,-,PfDd2_110014100,PF3D7_1111000,.,1190,+,PfDd2_110014300,PF3D7_1111200,.,-1929,-,,,3.68580,2.35470
PfDd2_11,annotation,macs2_peak,359636,359636,46,.,.,ap2i_r2_gfp_peak_2350,1,PfDd2_110014700,PF3D7_1111600,.,+,PfDd2_110014600,PF3D7_1111500,.,3141,-,PfDd2_110014800,PF3D7_1111700,.,-2801,-,,,6.67500,4.64636
PfDd2_11,annotation,macs2_peak,377761,377761,18,.,.,ap2i_r2_gfp_peak_2353a,1,PfDd2_110015200,PF3D7_1112100,.,+,PfDd2_110015100,PF3D7_1112000,.,7210,+,PfDd2_110015300,PF3D7_1112200,COQ4,-2790,+,,,2.95632,1.80547
PfDd2_11,annotation,macs2_peak,378003,378003,24,.,.,ap2i_r2_gfp_peak_2353b,1,PfDd2_110015200,PF3D7_1112100,.,+,PfDd2_110015100,PF3D7_1112000,.,7452,+,PfDd2_110015300,PF3D7_1112200,COQ4,-2548,+,,,3.78003,2.42216
PfDd2_11,annotation,macs2_peak,389126,389126,32,.,.,ap2i_r2_gfp_peak_2354,1,PfDd2_110015700,PF3D7_1112600,.,-,PfDd2_110015600,PF3D7_1112500,.,811,+,PfDd2_110015800,PF3D7_1112700,.,-2685,+,,,4.95223,3.29940
PfDd2_11,annotation,macs2_peak,404545,404545,19,.,.,ap2i_r2_gfp_peak_2355,1,PfDd2_110016100,PF3D7_1113000,.,+,PfDd2_110016000,PF3D7_1112900,.,4487,-,PfDd2_110016200,PF3D7_1113100,PRL,-16377,-,,,3.09254,1.90611
PfDd2_11,annotation,macs2_peak,414852,414852,23,.,.,ap2i_r2_gfp_peak_2356,1,PfDd2_110016100,PF3D7_1113000,.,+,PfDd2_110016000,PF3D7_1112900,.,14794,-,PfDd2_110016200,PF3D7_1113100,PRL,-6070,-,,,3.72616,2.38795
PfDd2_11,annotation,macs2_peak,415698,415698,17,.,.,ap2i_r2_gfp_peak_2357a,1,PfDd2_110016100,PF3D7_1113000,.,+,PfDd2_110016000,PF3D7_1112900,.,15640,-,PfDd2_110016200,PF3D7_1113100,PRL,-5224,-,,,2.87506,1.74781
PfDd2_11,annotation,macs2_peak,416087,416087,49,.,.,ap2i_r2_gfp_peak_2357b,1,PfDd2_110016100,PF3D7_1113000,.,+,PfDd2_110016000,PF3D7_1112900,.,16029,-,PfDd2_110016200,PF3D7_1113100,PRL,-4835,-,,,7.10383,4.98780
PfDd2_11,annotation,macs2_peak,417174,417174,65,.,.,ap2i_r2_gfp_peak_2358,1,PfDd2_110016100,PF3D7_1113000,.,+,PfDd2_110016000,PF3D7_1112900,.,17116,-,PfDd2_110016200,PF3D7_1113100,PRL,-3748,-,,,8.92640,6.51861
PfDd2_11,annotation,macs2_peak,421285,421285,38,.,.,ap2i_r2_gfp_peak_2360,1,PfDd2_110016200,PF3D7_1113100,PRL,-,PfDd2_110016100,PF3D7_1113000,.,713,+,PfDd2_110016300,PF3D7_1113200,.,-5905,+,,,5.61481,3.80706
PfDd2_11,annotation,macs2_peak,446123,446123,30,.,.,ap2i_r2_gfp_peak_2364,1,PfDd2_110017000,PF3D7_1113900,MAPK2,-,PfDd2_110016900,PF3D7_1113800,.,2965,-,PfDd2_110017100,PF3D7_1114000,.,-1363,+,,,4.67230,3.09143
PfDd2_11,annotation,macs2_peak,473717,473717,28,.,.,ap2i_r2_gfp_peak_2365,1,PfDd2_110017900,PF3D7_1114900,.,+,PfDd2_110017800,PF3D7_1114800,G3PDH,2940,-,PfDd2_110018000,PF3D7_1115000,.,-6022,+,,,4.32331,2.83253
PfDd2_11,annotation,macs2_peak,475308,475308,30,.,.,ap2i_r2_gfp_peak_2366a,1,PfDd2_110017900,PF3D7_1114900,.,+,PfDd2_110017800,PF3D7_1114800,G3PDH,4531,-,PfDd2_110018000,PF3D7_1115000,.,-4431,+,,,4.63608,3.06230
PfDd2_11,annotation,macs2_peak,475642,475642,32,.,.,ap2i_r2_gfp_peak_2366b,1,PfDd2_110017900,PF3D7_1114900,.,+,PfDd2_110017800,PF3D7_1114800,G3PDH,4865,-,PfDd2_110018000,PF3D7_1115000,.,-4097,+,,,4.95223,3.29940
PfDd2_11,annotation,macs2_peak,487192,487192,28,.,.,ap2i_r2_gfp_peak_2367,1,PfDd2_110018200,PF3D7_1115200,SET7,+,PfDd2_110018100,PF3D7_1115100,.,4117,-,PfDd2_110018300,PF3D7_1115300,.,-3886,-,,,4.33007,2.83253
PfDd2_11,annotation,macs2_peak,494394,494394,30,.,.,ap2i_r2_gfp_peak_2369,1,PfDd2_110018400,PF3D7_1115400,FP3,-,PfDd2_110018300,PF3D7_1115300,.,1868,-,PfDd2_110018500,PF3D7_1115500,ApiAP2,-3575,+,,,4.56158,3.01199
PfDd2_11,annotation,macs2_peak,499683,499683,35,.,.,ap2i_r2_gfp_peak_2371,1,PfDd2_110018600,PF3D7_1115600,CYP19B,-,PfDd2_110018500,PF3D7_1115500,ApiAP2,446,+,PfDd2_110018700,PF3D7_1115700,.,-2276,-,,,5.27851,3.54821
PfDd2_11,annotation,macs2_peak,506416,506416,32,.,.,ap2i_r2_gfp_peak_2372,1,PfDd2_110018800,PF3D7_1115800,.,-,PfDd2_110018700,PF3D7_1115700,.,3003,-,PfDd2_110018900,PF3D7_1115900,DHHC9,-3591,+,,,4.89180,3.26280
PfDd2_11,annotation,macs2_peak,513726,513726,20,.,.,ap2i_r2_gfp_peak_2373,1,PfDd2_110019000,PF3D7_1116000,RON4,-,PfDd2_110018900,PF3D7_1115900,DHHC9,1656,+,PfDd2_110019100,PF3D7_1116100,.,-4085,-,,,3.24039,2.01908
PfDd2_11,annotation,macs2_peak,520295,520295,29,.,.,ap2i_r2_gfp_peak_2374,1,PfDd2_110019100,PF3D7_1116100,.,-,PfDd2_110019000,PF3D7_1116000,RON4,3489,-,PfDd2_110019200,PF3D7_1116200,PDX2,-5325,-,,,4.50353,2.96407
PfDd2_11,annotation,macs2_peak,526173,526173,14,.,.,ap2i_r2_gfp_peak_2376,1,PfDd2_110019200,PF3D7_1116200,PDX2,-,PfDd2_110019100,PF3D7_1116100,.,2900,-,PfDd2_110019300,PF3D7_1116300,CYP19C,-2106,+,,,2.48501,1.45726
PfDd2_11,annotation,macs2_peak,531068,531068,16,.,.,ap2i_r2_gfp_peak_2377a,1,PfDd2_110019400,PF3D7_1116400,SEC12,-,PfDd2_110019300,PF3D7_1116300,CYP19C,1320,+,PfDd2_110019500,PF3D7_1116500,FT2,-3290,+,,,2.73973,1.64694
PfDd2_11,annotation,macs2_peak,531177,531177,22,.,.,ap2i_r2_gfp_peak_2377b,1,PfDd2_110019400,PF3D7_1116400,SEC12,-,PfDd2_110019300,PF3D7_1116300,CYP19C,1429,+,PfDd2_110019500,PF3D7_1116500,FT2,-3181,+,,,3.61531,2.29717
PfDd2_11,annotation,macs2_peak,534843,534843,44,.,.,ap2i_r2_gfp_peak_2378,1,PfDd2_110019500,PF3D7_1116500,FT2,+,PfDd2_110019400,PF3D7_1116400,SEC12,3527,-,PfDd2_110019600,PF3D7_1116600,STT3,-1845,-,,,6.49763,4.49891
PfDd2_11,annotation,macs2_peak,537955,537955,25,.,.,ap2i_r2_gfp_peak_2380,1,PfDd2_110019600,PF3D7_1116600,STT3,-,PfDd2_110019500,PF3D7_1116500,FT2,2230,+,PfDd2_110019700,PF3D7_1116700,DPAP1,-2768,-,,,3.93515,2.53892
PfDd2_11,annotation,macs2_peak,541020,541020,37,.,.,ap2i_r2_gfp_peak_2381,1,PfDd2_110019700,PF3D7_1116700,DPAP1,-,PfDd2_110019600,PF3D7_1116600,STT3,1625,-,PfDd2_110019800,PF3D7_1116800,HSP101,-5002,-,,,5.50809,3.72925
PfDd2_11,annotation,macs2_peak,548123,548123,48,.,.,ap2i_r2_gfp_peak_2383,1,PfDd2_110019800,PF3D7_1116800,HSP101,-,PfDd2_110019700,PF3D7_1116700,DPAP1,5298,-,PfDd2_110019900,PF3D7_1116900,.,-5878,-,,,6.94534,4.86217
PfDd2_11,annotation,macs2_peak,574874,574874,78,.,.,ap2i_r2_gfp_peak_2385,1,PfDd2_110020400,PF3D7_1117400,.,+,PfDd2_110020300,PF3D7_1117300,.,2732,+,PfDd2_110020500,PF3D7_1117500,TyrRSapi,-830,-,,,10.39792,7.82439
PfDd2_11,annotation,macs2_peak,584438,584438,16,.,.,ap2i_r2_gfp_peak_2386,1,PfDd2_110020800,PF3D7_1117800,MLH,-,PfDd2_110020700,PF3D7_1117700,RAN,3230,-,PfDd2_110020900,PF3D7_1117900,.,-3985,+,,,2.78242,1.68140
PfDd2_11,annotation,macs2_peak,589769,589769,31,.,.,ap2i_r2_gfp_peak_2387a,1,PfDd2_110020900,PF3D7_1117900,.,+,PfDd2_110020800,PF3D7_1117800,MLH,2731,-,PfDd2_110021000,PF3D7_1118000,.,-3734,-,,,4.79289,3.17931
PfDd2_11,annotation,macs2_peak,590087,590087,26,.,.,ap2i_r2_gfp_peak_2387b,1,PfDd2_110020900,PF3D7_1117900,.,+,PfDd2_110020800,PF3D7_1117800,MLH,3049,-,PfDd2_110021000,PF3D7_1118000,.,-3416,-,,,4.03438,2.61083
PfDd2_11,annotation,macs2_peak,599587,599587,34,.,.,ap2i_r2_gfp_peak_2390,1,PfDd2_110021200,PF3D7_1118200,.,-,PfDd2_110021100,PF3D7_1118100,.,2166,+,PfDd2_110021300,PF3D7_1118300,.,-4707,+,,,5.13116,3.43746
PfDd2_11,annotation,macs2_peak,600494,600494,47,.,.,ap2i_r2_gfp_peak_2391,1,PfDd2_110021200,PF3D7_1118200,.,-,PfDd2_110021100,PF3D7_1118100,.,3073,+,PfDd2_110021300,PF3D7_1118300,.,-3800,+,,,6.76149,4.71557
PfDd2_11,annotation,macs2_peak,601064,601064,28,.,.,ap2i_r2_gfp_peak_2392,1,PfDd2_110021200,PF3D7_1118200,.,-,PfDd2_110021100,PF3D7_1118100,.,3643,+,PfDd2_110021300,PF3D7_1118300,.,-3230,+,,,4.29906,2.81757
PfDd2_11,annotation,macs2_peak,604702,604702,62,.,.,ap2i_r2_gfp_peak_2393,1,PfDd2_110021300,PF3D7_1118300,.,+,PfDd2_110021200,PF3D7_1118200,.,3500,-,PfDd2_110021400,PF3D7_1118400,.,-4619,-,,,8.67568,6.29973
PfDd2_11,annotation,macs2_peak,613820,613820,50,.,.,ap2i_r2_gfp_peak_2395,1,PfDd2_110021500,PF3D7_1118500,.,+,PfDd2_110021400,PF3D7_1118400,.,3579,-,PfDd2_110021600,PF3D7_1118600,MYST,-1239,-,,,7.22505,5.09479
PfDd2_11,annotation,macs2_peak,640508,640508,16,.,.,ap2i_r2_gfp_peak_2398,1,PfDd2_110022400,.,.,+,PfDd2_110022300,PF3D7_1119300,U2AF1,5284,-,PfDd2_110022500,PF3D7_1119500,.,-4903,+,,,2.75142,1.65690
PfDd2_11,annotation,macs2_peak,648053,648053,31,.,.,ap2i_r2_gfp_peak_2400,1,PfDd2_110022600,PF3D7_1119600,.,-,PfDd2_110022500,PF3D7_1119500,.,1008,+,PfDd2_110022700,PF3D7_1119700,.,-6112,+,,,4.72150,3.13254
PfDd2_11,annotation,macs2_peak,649334,649334,32,.,.,ap2i_r2_gfp_peak_2402,1,PfDd2_110022600,PF3D7_1119600,.,-,PfDd2_110022500,PF3D7_1119500,.,2289,+,PfDd2_110022700,PF3D7_1119700,.,-4831,+,,,4.87264,3.24560
PfDd2_11,annotation,macs2_peak,665623,665623,26,.,.,ap2i_r2_gfp_peak_2403,1,PfDd2_110023000,PF3D7_1120000,.,+,PfDd2_110022900,PF3D7_1119900,.,1998,+,PfDd2_110023100,PF3D7_1120100,PGM1,-5238,+,,,4.09299,2.65862
PfDd2_11,annotation,macs2_peak,666674,666674,31,.,.,ap2i_r2_gfp_peak_2404,1,PfDd2_110023000,PF3D7_1120000,.,+,PfDd2_110022900,PF3D7_1119900,.,3049,+,PfDd2_110023100,PF3D7_1120100,PGM1,-4187,+,,,4.68894,3.10562
PfDd2_11,annotation,macs2_peak,672591,672591,20,.,.,ap2i_r2_gfp_peak_2406,1,.,.,.,,PfDd2_110023100,PF3D7_1120100,PGM1,601,+,PfDd2_110023200,PF3D7_1120200,.,-1617,+,,,3.34078,2.09203
PfDd2_11,annotation,macs2_peak,682407,682407,27,.,.,ap2i_r2_gfp_peak_2407,1,PfDd2_110023500,PF3D7_1120500,.,+,PfDd2_110023400,PF3D7_1120400,.,2564,-,PfDd2_110023600,PF3D7_1120600,.,-2035,-,,,4.23794,2.76725
PfDd2_11,annotation,macs2_peak,689012,689012,18,.,.,ap2i_r2_gfp_peak_2408a,1,PfDd2_110023600,PF3D7_1120600,.,-,PfDd2_110023500,PF3D7_1120500,.,4759,+,PfDd2_110023700,PF3D7_1120700,.,-4577,-,,,3.06666,1.89425
PfDd2_11,annotation,macs2_peak,689261,689261,23,.,.,ap2i_r2_gfp_peak_2408b,1,PfDd2_110023600,PF3D7_1120600,.,-,PfDd2_110023500,PF3D7_1120500,.,5008,+,PfDd2_110023700,PF3D7_1120700,.,-4328,-,,,3.70404,2.36925
PfDd2_11,annotation,macs2_peak,689587,689587,20,.,.,ap2i_r2_gfp_peak_2408c,1,PfDd2_110023600,PF3D7_1120600,.,-,PfDd2_110023500,PF3D7_1120500,.,5334,+,PfDd2_110023700,PF3D7_1120700,.,-4002,-,,,3.31546,2.08028
PfDd2_11,annotation,macs2_peak,689889,689889,32,.,.,ap2i_r2_gfp_peak_2408d,1,PfDd2_110023600,PF3D7_1120600,.,-,PfDd2_110023500,PF3D7_1120500,.,5636,+,PfDd2_110023700,PF3D7_1120700,.,-3700,-,,,4.89851,3.26729
PfDd2_11,annotation,macs2_peak,714119,714119,15,.,.,ap2i_r2_gfp_peak_2410,1,PfDd2_110024300,PF3D7_1121300,TKL2,-,PfDd2_110024200,PF3D7_1121200,.,3772,-,PfDd2_110024400,PF3D7_1121400,.,-5036,+,,,2.61020,1.55080
PfDd2_11,annotation,macs2_peak,715388,715388,24,.,.,ap2i_r2_gfp_peak_2411,1,PfDd2_110024300,PF3D7_1121300,TKL2,-,PfDd2_110024200,PF3D7_1121200,.,5041,-,PfDd2_110024400,PF3D7_1121400,.,-3767,+,,,3.84762,2.47723
PfDd2_11,annotation,macs2_peak,717593,717593,467,.,.,ap2i_r2_gfp_peak_2412,1,.,.,.,,PfDd2_110024300,PF3D7_1121300,TKL2,1558,-,PfDd2_110024400,PF3D7_1121400,.,-1562,+,,,50.04401,46.75366
PfDd2_11,annotation,macs2_peak,720219,720219,14,.,.,ap2i_r2_gfp_peak_2413a,1,PfDd2_110024400,PF3D7_1121400,.,+,PfDd2_110024300,PF3D7_1121300,TKL2,4184,-,PfDd2_110024500,PF3D7_1121500,.,-1345,-,,,2.47880,1.45436
PfDd2_11,annotation,macs2_peak,720267,720267,13,.,.,ap2i_r2_gfp_peak_2413b,1,PfDd2_110024400,PF3D7_1121400,.,+,PfDd2_110024300,PF3D7_1121300,TKL2,4232,-,PfDd2_110024500,PF3D7_1121500,.,-1297,-,,,2.39575,1.39295
PfDd2_11,annotation,macs2_peak,729769,729769,29,.,.,ap2i_r2_gfp_peak_2415,1,PfDd2_110024700,PF3D7_1121700,GCN20,+,PfDd2_110024600,PF3D7_1121600,EXP1,4496,-,PfDd2_110024800,PF3D7_1121800,.,-2418,-,,,4.47435,2.94638
PfDd2_11,annotation,macs2_peak,774855,774855,15,.,.,ap2i_r2_gfp_peak_2417a,1,PfDd2_110025600,PF3D7_1122600,.,+,PfDd2_110025500,PF3D7_1122500,.,6669,+,PfDd2_110025700,PF3D7_1122700,.,-2493,-,,,2.57776,1.53212
PfDd2_11,annotation,macs2_peak,774914,774914,23,.,.,ap2i_r2_gfp_peak_2417b,1,PfDd2_110025600,PF3D7_1122600,.,+,PfDd2_110025500,PF3D7_1122500,.,6728,+,PfDd2_110025700,PF3D7_1122700,.,-2434,-,,,3.67870,2.34876
PfDd2_11,annotation,macs2_peak,775002,775002,22,.,.,ap2i_r2_gfp_peak_2417c,1,PfDd2_110025600,PF3D7_1122600,.,+,PfDd2_110025500,PF3D7_1122500,.,6816,+,PfDd2_110025700,PF3D7_1122700,.,-2346,-,,,3.59979,2.29291
PfDd2_11,annotation,macs2_peak,782630,782630,32,.,.,ap2i_r2_gfp_peak_2418,1,PfDd2_110025800,PF3D7_1122800,CDPK6,+,PfDd2_110025700,PF3D7_1122700,.,4518,-,PfDd2_110025900,PF3D7_1122900,.,-5313,+,,,4.93528,3.29792
PfDd2_11,annotation,macs2_peak,788177,788177,44,.,.,ap2i_r2_gfp_peak_2419,1,PfDd2_110025900,PF3D7_1122900,.,+,PfDd2_110025800,PF3D7_1122800,CDPK6,1539,+,PfDd2_110026000,PF3D7_1123000,.,-16756,-,,,6.39526,4.42288
PfDd2_11,annotation,macs2_peak,789829,789829,23,.,.,ap2i_r2_gfp_peak_2420,1,PfDd2_110025900,PF3D7_1122900,.,+,PfDd2_110025800,PF3D7_1122800,CDPK6,3191,+,PfDd2_110026000,PF3D7_1123000,.,-15104,-,,,3.69314,2.36120
PfDd2_11,annotation,macs2_peak,790579,790579,45,.,.,ap2i_r2_gfp_peak_2421,1,PfDd2_110025900,PF3D7_1122900,.,+,PfDd2_110025800,PF3D7_1122800,CDPK6,3941,+,PfDd2_110026000,PF3D7_1123000,.,-14354,-,,,6.52247,4.51944
PfDd2_11,annotation,macs2_peak,793933,793933,54,.,.,ap2i_r2_gfp_peak_2422a,1,PfDd2_110025900,PF3D7_1122900,.,+,PfDd2_110025800,PF3D7_1122800,CDPK6,7295,+,PfDd2_110026000,PF3D7_1123000,.,-11000,-,,,7.61202,5.41292
PfDd2_11,annotation,macs2_peak,794382,794382,22,.,.,ap2i_r2_gfp_peak_2422b,1,PfDd2_110025900,PF3D7_1122900,.,+,PfDd2_110025800,PF3D7_1122800,CDPK6,7744,+,PfDd2_110026000,PF3D7_1123000,.,-10551,-,,,3.53948,2.24466
PfDd2_11,annotation,macs2_peak,797375,797375,17,.,.,ap2i_r2_gfp_peak_2423,1,PfDd2_110025900,PF3D7_1122900,.,+,PfDd2_110025800,PF3D7_1122800,CDPK6,10737,+,PfDd2_110026000,PF3D7_1123000,.,-7558,-,,,2.84113,1.72145
PfDd2_11,annotation,macs2_peak,800200,800200,22,.,.,ap2i_r2_gfp_peak_2425,1,PfDd2_110025900,PF3D7_1122900,.,+,PfDd2_110025800,PF3D7_1122800,CDPK6,13562,+,PfDd2_110026000,PF3D7_1123000,.,-4733,-,,,3.59448,2.28933
PfDd2_11,annotation,macs2_peak,805764,805764,14,.,.,ap2i_r2_gfp_peak_2427,1,PfDd2_110026000,PF3D7_1123000,.,-,PfDd2_110025900,PF3D7_1122900,.,1538,+,PfDd2_110026100,PF3D7_1123100,CDPK7,-12605,+,,,2.44642,1.43357
PfDd2_11,annotation,macs2_peak,822728,822728,30,.,.,ap2i_r2_gfp_peak_2430,1,PfDd2_110026100,PF3D7_1123100,CDPK7,+,PfDd2_110026000,PF3D7_1123000,.,10335,-,PfDd2_110026200,PF3D7_1123200,LRR11,-4463,+,,,4.56158,3.01199
PfDd2_11,annotation,macs2_peak,835300,835300,28,.,.,ap2i_r2_gfp_peak_2431,1,PfDd2_110026400,PF3D7_1123400,.,+,PfDd2_110026300,PF3D7_1123300,.,2358,+,PfDd2_110026500,PF3D7_1123500,.,-3056,-,,,4.29412,2.81363
PfDd2_11,annotation,macs2_peak,836013,836013,42,.,.,ap2i_r2_gfp_peak_2432a,1,PfDd2_110026400,PF3D7_1123400,.,+,PfDd2_110026300,PF3D7_1123300,.,3071,+,PfDd2_110026500,PF3D7_1123500,.,-2343,-,,,6.16731,4.23947
PfDd2_11,annotation,macs2_peak,836448,836448,24,.,.,ap2i_r2_gfp_peak_2432b,1,PfDd2_110026400,PF3D7_1123400,.,+,PfDd2_110026300,PF3D7_1123300,.,3506,+,PfDd2_110026500,PF3D7_1123500,.,-1908,-,,,3.83839,2.47008
PfDd2_11,annotation,macs2_peak,846603,846603,34,.,.,ap2i_r2_gfp_peak_2434,1,PfDd2_110026600,PF3D7_1123600,.,+,PfDd2_110026500,PF3D7_1123500,.,4255,-,PfDd2_110026700,PF3D7_1123700,.,-1296,+,,,5.17726,3.47629
PfDd2_11,annotation,macs2_peak,851618,851618,13,.,.,ap2i_r2_gfp_peak_2435,1,PfDd2_110026800,PF3D7_1123800,SMC5,+,PfDd2_110026700,PF3D7_1123700,.,3059,+,PfDd2_110026900,PF3D7_1123900,.,-2775,+,,,2.27291,1.30177
PfDd2_11,annotation,macs2_peak,862106,862106,34,.,.,ap2i_r2_gfp_peak_2436,1,PfDd2_110027100,PF3D7_1124100,.,-,PfDd2_110027000,PF3D7_1124000,ERO1,2395,+,PfDd2_110027200,PF3D7_1124200,.,-4375,-,,,5.10421,3.42264
PfDd2_11,annotation,macs2_peak,886556,886556,35,.,.,ap2i_r2_gfp_peak_2438a,1,PfDd2_110027800,PF3D7_1124800,.,-,PfDd2_110027700,PF3D7_1124700,MGE1,2043,-,PfDd2_110027900,.,.,-3256,+,,,5.27518,3.54821
PfDd2_11,annotation,macs2_peak,886655,886655,39,.,.,ap2i_r2_gfp_peak_2438b,1,PfDd2_110027800,PF3D7_1124800,.,-,PfDd2_110027700,PF3D7_1124700,MGE1,2142,-,PfDd2_110027900,.,.,-3157,+,,,5.78667,3.94035
PfDd2_11,annotation,macs2_peak,907981,907981,67,.,.,ap2i_r2_gfp_peak_2441,1,PfDd2_110028500,PF3D7_1125300,mtRNAP,+,PfDd2_110028400,PF3D7_1125200,.,3333,-,PfDd2_110028600,PF3D7_1125400,TIM44,-4243,-,,,9.17618,6.73902
PfDd2_11,annotation,macs2_peak,910542,910542,32,.,.,ap2i_r2_gfp_peak_2442,1,PfDd2_110028500,PF3D7_1125300,mtRNAP,+,PfDd2_110028400,PF3D7_1125200,.,5894,-,PfDd2_110028600,PF3D7_1125400,TIM44,-1682,-,,,4.94859,3.29940
PfDd2_11,annotation,macs2_peak,912471,912471,21,.,.,ap2i_r2_gfp_peak_2443,1,PfDd2_110028600,PF3D7_1125400,TIM44,-,PfDd2_110028500,PF3D7_1125300,mtRNAP,1761,+,PfDd2_110028700,PF3D7_1125500,SNRPD1,-2988,-,,,3.47424,2.19132
PfDd2_11,annotation,macs2_peak,930455,930455,30,.,.,ap2i_r2_gfp_peak_2446,1,PfDd2_110029200,PF3D7_1126000,ThrRS,-,PfDd2_110029100,PF3D7_1125900,.,2454,+,PfDd2_110029300,.,.,-2279,-,,,4.66978,3.08912
PfDd2_11,annotation,macs2_peak,950271,950271,29,.,.,ap2i_r2_gfp_peak_2447,1,PfDd2_110029700,PF3D7_1126500,.,+,PfDd2_110029600,.,.,3921,+,PfDd2_110029800,PF3D7_1126600,.,-2430,-,,,4.42218,2.90851
PfDd2_11,annotation,macs2_peak,956920,956920,33,.,.,ap2i_r2_gfp_peak_2448,1,PfDd2_110029900,PF3D7_1126700,ATG23,-,PfDd2_110029800,PF3D7_1126600,.,2186,-,PfDd2_110030000,PF3D7_1126800,.,-8109,+,,,4.97434,3.31855
